BaseDateTime,MMSI,LAT,LON,SOG,COG,Heading,Status,drift,Time,DistMtr,SOG_diff,COG_diff,Heading_diff,VariancesHeading,VarianceCOG,VarianceSOG,VarianceCOG_diff,VarianceHeading_diff
2020-05-02 19:35:00,636018579.0,22.1599475,-157.52607,12.375,89.125,85.75,0.0,3.375,215400,1923.3224020454184,0.014999999999998792,-0.5750000000000028,-0.25,0.5295454544601631,1.2624318183102934,0.0028690909091245707,0.6129090909071555,0.23749999999888952
2020-05-02 19:40:00,636018579.0,22.160258,-157.506684,12.3,87.97999999999999,85.0,0.0,2.9799999999999898,215700,1996.6948362813598,-0.07499999999999929,-1.1450000000000102,-0.75,0.5170454544601526,1.2746818183103765,0.0016963636363971028,0.6142072727253394,0.23068181818070763
2020-05-02 19:45:00,636018579.0,22.1608,-157.4873975,12.350000000000001,87.95,85.0,0.0,2.950000000000003,216000,1987.0578195258197,0.05000000000000071,-0.029999999999986926,0.0,0.38068181809647267,1.0206018183105616,0.0016000000000334336,0.4565872727253467,0.16590909090798026
2020-05-02 19:50:00,636018579.0,22.161305,-157.47014000000001,12.375,87.2,85.0,0.0,2.200000000000003,216300,1778.0754356241534,0.02499999999999858,-0.75,0.0,0.2806818180964511,0.5538563637653098,0.0016000000000334336,0.44188727272534994,0.19772727272616214
2020-05-02 19:55:00,636018579.0,22.1618275,-157.4528775,12.4,88.125,85.5,0.0,2.625,216600,1778.6460926055752,0.025000000000000355,0.9249999999999972,0.5,0.5211363635510485,0.4258263637654123,0.0014568181818515639,0.33635545454352356,0.21272727272616326
2020-05-02 20:00:00,636018579.0,22.162138,-157.432812,12.4,88.67999999999999,86.0,0.0,2.6799999999999926,216900,2066.6329388470986,0.0,0.5549999999999926,0.5,1.440227272642091,0.7256900001289605,0.0017840909091244438,0.7634913636344176,0.39268181818070735
2020-05-02 20:05:00,636018579.0,22.16252,-157.413355,12.4,88.45,86.0,0.0,2.450000000000003,217200,2004.1264584052406,0.0,-0.22999999999998977,0.0,2.1699999999149613,0.975746818310674,0.0028068181818519475,0.7385368181798695,0.3722272727261619
2020-05-02 20:10:00,636018579.0,22.1629825,-157.39649,12.4,88.475,86.0,0.0,2.4749999999999943,217500,1737.5089024380538,0.0,0.024999999999991473,0.0,2.5045454544605965,1.0973122728559321,0.004056818181852408,0.5839863636344048,0.26654545454434386
2020-05-02 20:15:00,636018579.0,22.16344,-157.3787175,12.45,88.65,86.5,0.0,2.1500000000000057,217800,1830.9023405719447,0.049999999999998934,0.17500000000001137,0.5,2.5481818180971367,1.0949068183103026,0.008856818181853018,0.5947863636344063,0.26654545454434386
2020-05-02 20:20:00,636018579.0,22.163892,-157.359082,12.4,88.53999999999999,87.4,0.0,1.1399999999999864,218100,2022.6634726722255,-0.049999999999998934,-0.11000000000001364,0.9000000000000057,2.300909090824583,0.7436818183101248,0.010425000000035285,0.5884449999980429,0.26654545454434386
2020-05-02 20:25:00,636018579.0,22.1639775,-157.3391575,12.45,90.6,89.0,0.0,1.5999999999999943,218400,2051.8178923770865,0.049999999999998934,2.0600000000000023,1.5999999999999943,2.0209090908247376,0.6375068183100528,0.013806818181853952,0.5361722727253251,0.2756363636352529
2020-05-02 20:30:00,636018579.0,22.163865,-157.321785,12.5,90.25,89.0,0.0,1.25,218700,1789.0385463574373,0.05000000000000071,-0.3499999999999943,0.0,1.7536363635521455,0.6882072728555386,0.022561363636400288,0.5427468181798811,0.2801818181807074
2020-05-02 20:35:00,636018579.0,22.163822500000002,-157.30427,12.575,90.05,89.0,0.0,1.0499999999999972,219000,1803.6764389861992,0.07499999999999929,-0.20000000000000284,0.0,1.3227272726431911,0.6341954546736729,0.030470454545491975,0.5789513636344181,0.2801818181807074
2020-05-02 20:40:00,636018579.0,22.163885999999998,-157.28496,12.68,89.84,89.0,0.0,0.8400000000000034,219300,1988.5292293210593,0.10500000000000043,-0.20999999999999375,0.0,0.7281818180978725,0.5708640910372458,0.042921363636402025,0.5804168181798716,0.2801818181807074
2020-05-02 20:45:00,636018579.0,22.1640475,-157.26478500000002,12.625,89.125,89.0,0.0,0.125,219600,2077.6691270798256,-0.054999999999999716,-0.7150000000000034,0.0,0.23272727264344173,0.555761818309962,0.051430454545493706,0.5963004545435113,0.28018181818070736
2020-05-02 20:50:00,636018579.0,22.1643225,-157.246955,12.7,88.9,89.0,0.0,0.09999999999999432,219900,1836.3586648751539,0.07499999999999929,-0.22499999999999432,0.0,0.0,0.5431200001281342,0.04739409090913087,0.5974168181798751,0.23272727272616095
2020-05-02 20:55:00,636018579.0,22.1646575,-157.228575,12.850000000000001,88.325,89.0,0.0,0.6749999999999972,220200,1893.1045630967837,0.15000000000000213,-0.5750000000000028,0.0,0.0,0.3662400001282556,0.04069409090913156,0.20018499999806788,0.0
2020-05-02 21:00:00,636018579.0,22.165001999999998,-157.211162,12.9,88.97999999999999,89.0,0.0,0.020000000000010232,220500,1793.5629802875442,0.049999999999998934,0.6549999999999869,0.0,0.0,0.24986045467379775,0.034996363636405105,0.19513545454351994,0.0
2020-05-02 21:05:00,636018579.0,22.165256,-157.189032,13.040000000000001,89.16,89.0,0.0,0.1599999999999966,220800,2279.0706910326726,0.14000000000000057,0.18000000000000682,0.0,0.0,0.1711513637647596,0.033141818181860384,0.19956727272533417,0.0
2020-05-02 21:10:00,636018579.0,22.1655425,-157.1686,13.05,88.775,89.0,0.0,0.22499999999999432,221100,2104.276728683703,0.009999999999999787,-0.3849999999999909,0.0,0.0,0.1849522728556632,0.037036363636406645,0.22092681817987656,0.0
2020-05-02 21:15:00,636018579.0,22.1658575,-157.150465,13.0,88.625,89.0,0.0,0.375,221400,1867.8207810562915,-0.05000000000000071,-0.15000000000000568,0.0,0.0,0.2299204546737879,0.03163636363640747,0.16827909090714432,0.0
2020-05-02 21:20:00,636018579.0,22.166074000000002,-157.130066,13.0,89.28,89.0,0.0,0.28000000000000114,221700,2100.7667882554706,0.0,0.6550000000000011,0.0,0.0,0.33856409103730123,0.020596363636407884,0.17524727272532017,0.0
2020-05-02 21:25:00,636018579.0,22.1663125,-157.109235,13.075,89.275,89.0,0.0,0.2750000000000057,222000,2145.2753901575807,0.07499999999999929,-0.0049999999999954525,0.0,0.0,0.42654136376435814,0.014937272727317336,0.12943181817985677,0.0
2020-05-02 21:30:00,636018579.0,22.1665075,-157.0908775,13.174999999999999,89.44999999999999,89.0,0.0,0.44999999999998863,222300,1890.5195773569374,0.09999999999999964,0.17499999999998295,0.0,0.0,0.47545227285513497,0.012105454545499494,0.13201545454350283,0.0
2020-05-02 21:35:00,636018579.0,22.1665775,-157.0715775,13.275,89.92500000000001,89.0,0.0,0.9250000000000114,222600,1987.4641608851327,0.10000000000000142,0.47500000000002274,0.0,0.0,0.5022813637641137,0.013500000000045193,0.13469181817986822,0.0
2020-05-02 21:40:00,636018579.0,22.1666275,-157.05291,13.3,89.775,89.0,0.0,0.7750000000000057,222900,1922.3234217582299,0.025000000000000355,-0.15000000000000568,0.0,0.0,0.4028722728549202,0.017286363636409195,0.14734181817987008,0.0
2020-05-02 21:45:00,636018579.0,22.16659,-157.031742,13.179999999999998,90.28,89.0,0.0,1.2800000000000011,223200,2179.812221072267,-0.12000000000000277,0.5049999999999955,0.0,0.0,0.25257227285476547,0.014745454545500422,0.14590999999804727,0.0
2020-05-02 21:50:00,636018579.0,22.1665925,-157.0111625,13.1,90.775,89.0,0.0,1.7750000000000057,223500,2119.2067978656723,-0.0799999999999983,0.49500000000000455,0.0,0.0,0.2034322728547143,0.010207272727318962,0.14580909090714703,0.0
2020-05-02 21:55:00,636018579.0,22.16669,-156.99318,13.25,90.45,89.0,0.0,1.4500000000000028,223800,1851.8076479521346,0.15000000000000036,-0.32500000000000284,0.0,0.0,0.14561409103647524,0.0073663636364100695,0.1454872727253284,0.0
2020-05-02 22:00:00,636018579.0,22.166748000000002,-156.972894,13.3,90.4,89.0,0.0,1.4000000000000057,224100,2088.991207681665,0.05000000000000071,-0.04999999999999716,0.0,0.0,0.15920500012739272,0.006889090909137462,0.17316909090715343,0.0
2020-05-02 22:05:00,636018579.0,22.1668375,-156.95219,13.4,89.9,89.0,0.0,0.9000000000000057,224400,2132.0475374682896,0.09999999999999964,-0.5,0.0,0.0,0.2106300001274483,0.006882272727319281,0.1474599999980643,0.0
2020-05-02 22:10:00,636018579.0,22.166964999999998,-156.93358,13.325000000000001,90.275,89.0,0.0,1.2750000000000057,224700,1916.4425980941276,-0.07499999999999929,0.375,0.0,0.0,0.2335118183092951,0.006861818181864715,0.1501218181798794,0.0
2020-05-02 22:15:00,636018579.0,22.167076,-156.912722,13.320000000000002,89.82000000000001,89.0,0.0,0.8200000000000074,225000,2147.9146673051964,-0.004999999999999005,-0.4549999999999983,0.0,0.0,0.2306268183092997,0.006011818181864837,0.18165999999805976,0.0
2020-05-02 22:20:00,636018579.0,22.1671775,-156.89181,13.325000000000001,89.875,89.0,0.0,0.875,225300,2153.4678723720613,0.004999999999999005,0.05499999999999261,0.0,0.0,0.17302000012752972,0.0023300000000468996,0.1547418181798813,0.0
2020-05-02 22:25:00,636018579.0,22.1673325,-156.87369999999999,13.350000000000001,89.35,89.0,0.0,0.3499999999999943,225600,1864.9769249546512,0.025000000000000355,-0.5250000000000057,0.0,0.0,0.22836545467294625,0.001716363636410594,0.1812304545435094,0.0
2020-05-02 22:30:00,636018579.0,22.167514,-156.852918,13.280000000000001,89.32000000000001,89.0,0.0,0.3200000000000074,225900,2140.142039786958,-0.07000000000000028,-0.029999999999986926,0.0,0.17818181809800276,0.25240909103668985,0.001716363636410594,0.4294122727253399,0.17818181818070908
2020-05-02 22:35:00,636018579.0,22.1675675,-156.8316025,13.275,89.475,89.0,0.0,0.4749999999999943,226200,2194.9907928375865,-0.005000000000000782,0.15499999999998693,0.0,0.4909090908251935,0.5695363637641373,0.001716363636410594,0.5375868181798901,0.1956363636352539
2020-05-02 22:40:00,636018579.0,22.1674775,-156.8121825,13.350000000000001,90.225,89.0,0.0,1.2249999999999943,226500,1999.8172186635188,0.07500000000000107,0.75,0.0,0.7309090908251152,0.6843363637643125,0.001716363636410594,0.5349049999980715,0.1956363636352539
2020-05-02 22:45:00,636018579.0,22.167445,-156.7931875,13.4,90.25,89.0,0.0,1.25,226800,1956.0316069507717,0.049999999999998934,0.025000000000005684,0.0,0.8981818180977632,0.8720272728553808,0.0017672727273197123,0.5293254545435246,0.1956363636352539
2020-05-02 22:50:00,636018579.0,22.16733,-156.77429999999998,13.325000000000001,90.85,89.0,0.0,1.8499999999999943,227100,1945.0014093467466,-0.07499999999999929,0.5999999999999943,0.0,0.9927272726431371,1.306306818310187,0.0034990909091379696,0.5800163636344445,0.1956363636352539
2020-05-02 22:55:00,636018579.0,22.167408000000002,-156.753834,13.3,89.24,87.6,0.0,1.6400000000000006,227400,2107.5251276582844,-0.025000000000000355,-1.6099999999999994,-1.4000000000000057,1.0145454544612367,1.6827454546740388,0.006315000000047184,0.5759254545435313,0.1956363636352539
2020-05-02 23:00:00,636018579.0,22.1679525,-156.7341825,13.4,88.0,87.0,0.0,1.0,227700,2024.5343717700748,0.09999999999999964,-1.2399999999999949,-0.5999999999999943,0.9636363635520622,1.79862181831056,0.00760681818186557,0.6348590909071612,0.1956363636352539
2020-05-02 23:05:00,636018579.0,22.168577499999998,-156.7148125,13.325000000000001,88.35,87.0,0.0,1.3499999999999943,228000,1995.843185327121,-0.07499999999999929,0.3499999999999943,0.0,0.8399999999156146,1.9964072728562496,0.007562272727320333,0.6435863636344423,0.1956363636352539
2020-05-02 23:10:00,636018579.0,22.169240000000002,-156.69427000000002,13.36,88.02000000000001,87.0,0.0,1.0200000000000102,228300,2116.6441014554425,0.034999999999998366,-0.3299999999999841,0.0,0.6436363635518978,1.9721890910384108,0.007280454545502269,0.5401754545435427,0.1956363636352539
2020-05-02 23:15:00,636018579.0,22.170090000000002,-156.674045,13.475,87.05,87.0,0.0,0.04999999999999716,228600,2084.799619943094,0.11500000000000021,-0.9700000000000131,0.0,0.36840909082455775,1.558761818311425,0.007280454545502269,0.6162663636344463,0.2104090909079812
2020-05-02 23:20:00,636018579.0,22.17102,-156.655025,13.525,87.025,87.0,0.0,0.025000000000005684,228900,1961.2877162845125,0.05000000000000071,-0.024999999999991473,0.0,0.03568181809720652,0.6044572728572166,0.006409090909138807,0.5553118181799048,0.20813636363525387
2020-05-02 23:25:00,636018579.0,22.17191,-156.635415,13.525,87.625,87.0,0.0,0.625,229200,2021.7245691272635,0.0,0.5999999999999943,0.0,0.005681818097183144,0.29751181831194007,0.0046113636364117925,0.3808918181798914,0.04522727272616165
2020-05-02 23:30:00,636018579.0,22.172984,-156.61303800000002,13.52,86.97999999999999,87.0,0.0,0.020000000000010232,229500,2307.303923205892,-0.005000000000000782,-0.6450000000000102,0.0,0.005681818097183144,0.2583072728574557,0.004584090909139212,0.25442136363442786,0.012499999998889622
2020-05-02 23:35:00,636018579.0,22.173972499999998,-156.59183000000002,13.45,86.525,87.0,0.0,0.4749999999999943,229800,2186.585006359167,-0.07000000000000028,-0.4549999999999841,0.0,0.005681818097183144,0.1733254546756951,0.0029172727273212287,0.259171363634428,0.012499999998889622
2020-05-02 23:40:00,636018579.0,22.1748925,-156.573255,13.4,87.15,87.25,0.0,0.09999999999999432,230100,1915.417303644019,-0.049999999999998934,0.625,0.25,0.01022727264264769,0.12005636376665965,0.003135454545502994,0.2591713636344288,0.018181818180707836
2020-05-02 23:45:00,636018579.0,22.17584,-156.55199,13.459999999999999,87.3,87.0,0.0,0.29999999999999716,230400,2192.193778185678,0.05999999999999872,0.14999999999999147,-0.25,0.01022727264264769,0.12120181831207029,0.005521818181866342,0.16644409090714524,0.024999999998889626
2020-05-02 23:50:00,636018579.0,22.1767275,-156.53144,13.475,87.4,87.0,0.0,0.4000000000000057,230700,2118.323052915794,0.015000000000000568,0.10000000000000853,0.0,0.01022727264264769,0.17827000013014388,0.005010454545502523,0.19896681817986783,0.024999999998889626
2020-05-02 23:55:00,636018579.0,22.17751,-156.5125575,13.5,87.375,87.0,0.0,0.375,231000,1946.2558364450226,0.025000000000000355,-0.025000000000005684,0.0,0.35568181809727095,0.6358504546754087,0.005196818181865921,0.3543804545434973,0.38863636363525356
2020-05-03 00:00:00,636018579.0,22.178364,-156.49142799999998,13.419999999999998,87.78,87.0,0.0,0.7800000000000011,231300,2177.7396874850283,-0.08000000000000185,0.40500000000000114,0.0,0.62840909082462,1.3364390910387074,0.014096818181865317,0.3110168181798455,0.38863636363525356
2020-05-03 00:05:00,636018579.0,22.17923,-156.46966,13.350000000000001,87.45,87.25,0.0,0.20000000000000284,231600,2243.4674080830378,-0.06999999999999673,-0.3299999999999983,0.25,0.8284090908246972,1.626791363765617,0.020142272727319395,0.26991681817984536,0.38863636363525356
2020-05-03 00:10:00,636018579.0,22.1799475,-156.45092,13.3,87.5,87.0,0.0,0.5,231900,1931.2515932079496,-0.05000000000000071,0.04999999999999716,-0.25,1.0556818180975016,2.07079136376527,0.026199090909137173,0.26440545454348274,0.38863636363525356
2020-05-03 00:15:00,636018579.0,22.180595,-156.4317675,13.4,88.15,87.0,0.0,1.1500000000000057,232200,1973.3811487389391,0.09999999999999964,0.6500000000000057,0.0,1.4102272726430676,3.036336818310269,0.024519090909136922,0.3579690909071088,0.39318181818070824
2020-05-03 00:20:00,636018579.0,22.180948,-156.410938,13.319999999999999,89.62,89.0,0.0,0.6200000000000045,232500,2145.093736652332,-0.08000000000000185,1.4699999999999989,2.0,1.6011363635522713,3.4466640910371296,0.02113727272731857,0.39902545454347504,0.39318181818070824
2020-05-03 00:25:00,636018579.0,22.180815,-156.390475,13.075,90.475,89.0,0.0,1.4749999999999943,232800,2107.0477209348146,-0.24499999999999922,0.8549999999999898,0.0,1.6284090908251136,3.489550454673066,0.015991818181863765,0.3929572727252923,0.39318181818070824
2020-05-03 00:30:00,636018579.0,22.1806525,-156.3717125,13.1,90.35,89.0,0.0,1.3499999999999943,233100,1931.9884545594002,0.025000000000000355,-0.125,0.0,1.4920454544615933,3.120025000127305,0.014875454545500169,0.5470404545434835,0.39318181818070824
